category_id	name	parent_category_id	breadcrumb	sequence	url	primary_category	
116942	Scented Candles	116940	/116728/116940/116942	2	https://www.worldmarket.com/category/home-decor-pillows/candles-holders/filled-candles.do	true	
116943	Candle Holders	116940	/116728/116940/116943	0	https://www.worldmarket.com/category/home-decor-pillows/candles-holders/plates-holders-sconces.do	true	
116945	Lanterns	116940	/116728/116940/116945	3	https://www.worldmarket.com/category/home-decor-pillows/candles-holders/lanterns.do	true	
116946	Home Scents	116940	/116728/116940/116946	4	https://www.worldmarket.com/category/home-decor-pillows/candles-holders/incense-potpourri.do	true	
116947	Baskets	116728	/116728/116947	6	https://www.worldmarket.com/category/home-decor-pillows/baskets.do	true	
116948	Decorative Accessories	116728	/116728/116948	3	https://www.worldmarket.com/category/home-decor-pillows/decorative-accessories.do	true	
116949	Decorative Accents	116948	/116728/116948/116949	0	https://www.worldmarket.com/category/home-decor-pillows/decorative-accessories/accents.do	true	
116950	Terrariums	116948	/116728/116948/116950	5	https://www.worldmarket.com/category/home-decor-pillows/decorative-accessories/terrariums.do	true	
116952	Foliage and Floral	116948	/116728/116948/116952	6	https://www.worldmarket.com/category/home-decor-pillows/decorative-accessories/foliage-floral.do	false	
116953	Plants	116948	/116728/116948/116953	7	https://www.worldmarket.com/category/home-decor-pillows/decorative-accessories/plants.do	false	
116954	Vases	116948	/116728/116948/116954	4	https://www.worldmarket.com/category/home-decor-pillows/decorative-accessories/vases.do	true	
116955	Knobs and Wall Hooks	116948	/116728/116948/116955	8	https://www.worldmarket.com/category/home-decor-pillows/decorative-accessories/knobs-wall-hooks.do	true	
116956	Clocks	116948	/116728/116948/116956	3	https://www.worldmarket.com/category/home-decor-pillows/decorative-accessories/clocks.do	true	
116957	Frames	116948	/116728/116948/116957	1	https://www.worldmarket.com/category/home-decor-pillows/decorative-accessories/picture-frames.do	true	
116958	Home Office	116728	/116728/116958	9	https://www.worldmarket.com/category/home-decor-pillows/home-office.do	true	
116959	Desk Accessories	116958	/116728/116958/116959	0	https://www.worldmarket.com/category/home-decor-pillows/home-office/desk-accessories.do	true	
116965	Home Office Organization	116958	/116728/116958/116965	116965	https://www.worldmarket.com/category/home-decor-pillows/home-office/organization.do	true	
116966	Stationery	116958	/116728/116958/116966	116966	https://www.worldmarket.com/category/home-decor-pillows/home-office/stationery-notes-journals.do	true	
116967	Home Office Furniture	116958	/116728/116958/116967	116967	https://www.worldmarket.com/category/home-decor-pillows/home-office/home%2Boffice%2Bfurniture.do	true	
116968	Task Lamps	116958	/116728/116958/116968	116968	https://www.worldmarket.com/category/home-decor-pillows/home-office/desk-lamps.do	true	
116969	Hardware	116728	/116728/116969	14	https://www.worldmarket.com/category/home-decor-pillows/hardware.do	true	
116970	Knobs and Pulls	116969	/116728/116969/116970	0	https://www.worldmarket.com/category/home-decor-pillows/hardware/drawer-knobs-pulls.do	true	
116971	Hooks	116969	/116728/116969/116971	116971	https://www.worldmarket.com/category/home-decor-pillows/hardware/wall-hooks.do	true	
116973	Fur and Hide Décor	116728	/116728/116973	15	https://www.worldmarket.com/category/home-decor-pillows/fur-faux-hide.do	true	
116975	Shop All Bed & Bath	116729	/116729/116975	9	https://www.worldmarket.com/category/bed-bath/all.do	true	
116976	Bedding Sets	116729	/116729/116976	5	https://www.worldmarket.com/category/bed-bath/bedding-collections.do	true	
116979	Bedroom Furniture	116729	/116729/116979	12	https://www.worldmarket.com/category/bed-bath/bedroom-furniture.do	true	
116980	Bath Towel Collections	116729	/116729/116980	1	https://www.worldmarket.com/category/bed-bath/bath-towel-collections.do	true	
116828	Umbrellas and Stands	116816	/116725/116816/116828	6	https://www.worldmarket.com/category/outdoor/furniture/umbrellas.do	true	
116829	Outdoor Wicker Furniture	116816	/116725/116816/116829	7	https://www.worldmarket.com/category/outdoor/furniture/wicker.do	true	
116830	Balcony Furniture	116816	/116725/116816/116830	9	https://www.worldmarket.com/category/outdoor/furniture/balcony.do	true	
116831	Hammocks and Stands	116816	/116725/116816/116831	10	https://www.worldmarket.com/category/outdoor/furniture/hammocks.do	true	
116832	Fire Pits	116816	/116725/116816/116832	11	https://www.worldmarket.com/category/outdoor/furniture/fire-pits.do	true	
116833	Furniture Covers	116816	/116725/116816/116833	5	https://www.worldmarket.com/category/outdoor/furniture/covers.do	true	
116834	Outdoor Cushions & Pillows	116725	/116725/116834	1	https://www.worldmarket.com/category/outdoor/cushions-pillows.do	true	
116835	Outdoor Throw Pillows	116834	/116725/116834/116835	0	https://www.worldmarket.com/category/outdoor/cushions-pillows/throw-pillows.do	true	
116836	Outdoor Chair Cushions	116834	/116725/116834/116836	1	https://www.worldmarket.com/category/outdoor/cushions-pillows/chair.do	true	
116838	Slipcovers and Replacement Cushions	116834	/116725/116834/116838	7	https://www.worldmarket.com/category/outdoor/cushions-pillows/slipcovers.do	true	
116839	Mid Century Outdoor Furniture	116816	/116725/116816/116839	8	https://www.worldmarket.com/category/outdoor/furniture/mid-century.do	true	
116840	Outdoor Rugs	116725	/116725/116840	2	https://www.worldmarket.com/category/outdoor/rugs.do	true	
116841	Outdoor Dining & Entertaining	116725	/116725/116841	8	https://www.worldmarket.com/category/outdoor/dining.do	true	
116842	Outdoor Lighting	116725	/116725/116842	9	https://www.worldmarket.com/category/outdoor/lighting.do	true	
116843	String Lights	116842	/116725/116842/116843	0	https://www.worldmarket.com/category/outdoor/lighting/string-lights.do	true	
116844	Lanterns	116842	/116725/116842/116844	116844	https://www.worldmarket.com/category/outdoor/lighting/lanterns.do	true	
116845	Candles	116842	/116725/116842/116845	116845	https://www.worldmarket.com/category/outdoor/lighting/candles.do	true	
116846	Outdoor Décor	116725	/116725/116846	6	https://www.worldmarket.com/category/outdoor/decor.do	true	
116847	Outdoor Decorative Accents	116846	/116725/116846/116847	0	https://www.worldmarket.com/category/outdoor/decor/decorative-accents.do	true	
116848	Outdoor Candles and Lanterns	116846	/116725/116846/116848	116848	https://www.worldmarket.com/category/outdoor/decor/candles.do	true	
116851	Plants & Gardening Tools	116725	/116725/116851	3	https://www.worldmarket.com/category/outdoor/plants-gardening.do	true	
116852	Outdoor Plants	116851	/116725/116851/116852	2	https://www.worldmarket.com/category/outdoor/plants-gardening/plants.do	true	
116850	Wind Chimes	116846	/116725/116846/116850	116850	https://www.worldmarket.com/category/outdoor/decor/wind-chimes.do	false	
116853	Planters & Garden Tools	116851	/116725/116851/116853	1	https://www.worldmarket.com/category/outdoor/plants-gardening/garden-tools.do	true	
116854	Planters	116851	/116725/116851/116854	0	https://www.worldmarket.com/category/outdoor/plants-gardening/planters.do	false	
116855	Terrariums	116851	/116725/116851/116855	3	https://www.worldmarket.com/category/outdoor/plants-gardening/terrariums.do	true	
116856	Wreaths	116851	/116725/116851/116856	4	https://www.worldmarket.com/category/outdoor/plants-gardening/wreaths.do	true	
116857	Picnic Baskets & Tote Bags	116725	/116725/116857	11	https://www.worldmarket.com/category/outdoor/picnic-baskets.do	true	
116858	BBQ & Grilling	116725	/116725/116858	10	https://www.worldmarket.com/category/outdoor/bbq.do	true	
116859	Outdoor Food & Drink	116725	/116725/116859	12	https://www.worldmarket.com/category/outdoor/food-and-drink.do	true	
116860	Outdoor Toys & Games	116725	/116725/116860	13	https://www.worldmarket.com/category/outdoor/kites-games.do	true	
116868	Shop All Lighting	116727	/116727/116868	5	https://www.worldmarket.com/category/lighting/all.do	true	
116869	Pendants & Chandeliers	116727	/116727/116869	0	https://www.worldmarket.com/category/lighting/pendants-chandeliers.do	true	
116870	Floor Lamps	116727	/116727/116870	2	https://www.worldmarket.com/category/lighting/floor-lamps.do	true	
116895	Throws & Blankets	116885	/116728/116885/116895	0	https://www.worldmarket.com/category/home-decor-pillows/pillows/throws-blankets.do	true	
116896	Chair Cushions	116885	/116728/116885/116896	3	https://www.worldmarket.com/category/home-decor-pillows/pillows/chair-cushions.do	true	
116897	Outdoor Cushions and Pillows	116885	/116728/116885/116897	8	https://www.worldmarket.com/category/home-decor-pillows/pillows/outdoor-cushions.do	true	
116898	Papasan Chair Cushions	116885	/116728/116885/116898	7	https://www.worldmarket.com/category/home-decor-pillows/pillows/papasan-chair-cushions-frames.do	true	
116899	Wall Art and Décor	116728	/116728/116899	0	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor.do	true	
116900	Wall Art by Subject	116899	/116728/116899/116900	3	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-art.do	true	
116901	Abstract	116900	/116728/116899/116900/116901	0	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-art/abstract.do	true	
116902	Animals & Birds	116900	/116728/116899/116900/116902	116902	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-art/animals-birds.do	true	
116903	Botanical & Floral	116900	/116728/116899/116900/116903	116903	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-art/botanical-floral.do	true	
116904	Coastal	116900	/116728/116899/116900/116904	116904	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-art/coastal.do	true	
116915	Landscape & Nature	116900	/116728/116899/116900/116915	116915	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-art/landscape-nature.do	true	
116916	Maps & Travel	116900	/116728/116899/116900/116916	116916	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-art/maps-travel.do	true	
116917	Vintage Style	116900	/116728/116899/116900/116917	116917	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-art/vintage.do	true	
116919	Wall Art by Room	116899	/116728/116899/116919	4	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/art-by-room.do	true	
116871	Table Lamps	116727	/116727/116871	3	https://www.worldmarket.com/category/lighting/table-lamps.do	true	
116872	Mix and Match Lighting	116727	/116727/116872	4	https://www.worldmarket.com/category/lighting/mix-match-lamps.do	true	
116873	Accent Lighting	116727	/116727/116873	6	https://www.worldmarket.com/category/lighting/accent-lamps.do	true	
116874	Accent Lamps	116873	/116727/116873/116874	0	https://www.worldmarket.com/category/lighting/accent-lamps/accent-lamps.do	true	
116875	Sconces	116873	/116727/116873/116875	116875	https://www.worldmarket.com/category/lighting/accent-lamps/sconces.do	true	
116876	Decorative Lighting	116873	/116727/116873/116876	116876	https://www.worldmarket.com/category/lighting/accent-lamps/decorative-lighting.do	true	
116877	Task Lamps	116727	/116727/116877	7	https://www.worldmarket.com/category/lighting/task-lamps.do	true	
116878	Lanterns	116727	/116727/116878	10	https://www.worldmarket.com/category/lighting/lanterns.do	true	
116879	Outdoor Lighting	116727	/116727/116879	8	https://www.worldmarket.com/category/lighting/outdoor-lighting.do	true	
116880	String Lights	116727	/116727/116880	9	https://www.worldmarket.com/category/lighting/string-lights.do	true	
116881	Hardware and Accessories	116727	/116727/116881	12	https://www.worldmarket.com/category/lighting/hardware-accessories.do	true	
116882	Candles & Candle Holders	116727	/116727/116882	13	https://www.worldmarket.com/category/lighting/candles.do	true	
116884	Shop All Décor and Pillows	116728	/116728/116884	7	https://www.worldmarket.com/category/home-decor-pillows/all.do	true	
116885	Pillows and Throws	116728	/116728/116885	2	https://www.worldmarket.com/category/home-decor-pillows/pillows.do	true	
116886	Throw Pillows	116885	/116728/116885/116886	1	https://www.worldmarket.com/category/home-decor-pillows/pillows/throw-pillows.do	true	
116887	Velvet Pillows	116885	/116728/116885/116887	4	https://www.worldmarket.com/category/home-decor-pillows/pillows/velvet-pillows.do	true	
116888	Floor Pillows and Poufs	116885	/116728/116885/116888	5	https://www.worldmarket.com/category/home-decor-pillows/pillows/floor-pillows-poufs.do	true	
116715	Furniture		/116715	1	https://www.worldmarket.com/category/furniture.do	true	
116725	Outdoor		/116725	2	https://www.worldmarket.com/category/outdoor.do	true	
116727	Lighting		/116727	4	https://www.worldmarket.com/category/lighting.do	true	
116728	Decor & Pillows		/116728	5	https://www.worldmarket.com/category/home-decor-pillows.do	true	
116729	Bed & Bath		/116729	6	https://www.worldmarket.com/category/bed-bath.do	true	
116730	Dining		/116730	7	https://www.worldmarket.com/category/dining.do	true	
116731	Kitchen		/116731	8	https://www.worldmarket.com/category/kitchen.do	true	
116732	Food & Drink		/116732	9	https://www.worldmarket.com/category/food-and-drink.do	true	
116733	Jewelry & Clothing		/116733	10	https://www.worldmarket.com/category/jewelry-clothing.do	true	
116734	Gifts		/116734	11	https://www.worldmarket.com/category/gifts.do	true	
116735	Holidays		/116735	12	https://www.worldmarket.com/category/holiday.do	true	
116745	Shop All Furniture	116715	/116715/116745	16	https://www.worldmarket.com/category/furniture/all.do	true	
116746	Dining Room Furniture	116715	/116715/116746	1	https://www.worldmarket.com/category/furniture/dining-room.do	true	
116747	Dining Room Collections	116746	/116715/116746/116747	3	https://www.worldmarket.com/category/furniture/dining-room/dining-room-sets.do	true	
116748	Dining Tables	116746	/116715/116746/116748	1	https://www.worldmarket.com/category/furniture/dining-room/dining-tables.do	true	
116776	Beds	116774	/116715/116774/116776	1	https://www.worldmarket.com/category/furniture/bedroom/beds.do	true	
116749	Dining Chairs	116746	/116715/116746/116749	0	https://www.worldmarket.com/category/furniture/dining-room/dining-chairs.do	true	
116750	Dining Benches	116746	/116715/116746/116750	6	https://www.worldmarket.com/category/furniture/dining-room/dining-benches.do	true	
116751	Barstools and Counter Stools	116746	/116715/116746/116751	2	https://www.worldmarket.com/category/furniture/dining-room/stools.do	true	
116752	Dining Storage and Bars	116746	/116715/116746/116752	5	https://www.worldmarket.com/category/furniture/dining-room/wine-storage.do	true	
116753	Kitchen Furniture	116746	/116715/116746/116753	4	https://www.worldmarket.com/category/furniture/dining-room/kitchen-storage.do	true	
116754	Living Room Furniture	116715	/116715/116754	0	https://www.worldmarket.com/category/furniture/living-room.do	true	
116755	Living Room Collections	116754	/116715/116754/116755	12	https://www.worldmarket.com/category/furniture/living-room/living-room-collections.do	true	
116756	Sofas and Loveseats	116754	/116715/116754/116756	1	https://www.worldmarket.com/category/furniture/living-room/sofas.do	true	
116757	Sectionals	116754	/116715/116754/116757	2	https://www.worldmarket.com/category/furniture/living-room/sectionals.do	true	
116758	Chairs	116754	/116715/116754/116758	0	https://www.worldmarket.com/category/furniture/living-room/chairs.do	true	
116759	Coffee Tables	116754	/116715/116754/116759	3	https://www.worldmarket.com/category/furniture/living-room/coffee-tables.do	true	
116761	Floor Pillows and Poufs	116754	/116715/116754/116761	7	https://www.worldmarket.com/category/furniture/living-room/poufs.do	false	
116763	Benches and Ottomans	116754	/116715/116754/116763	8	https://www.worldmarket.com/category/furniture/living-room/benches.do	true	
116764	Chaise and Daybeds	116754	/116715/116754/116764	11	https://www.worldmarket.com/category/furniture/living-room/chaise-daybeds.do	true	
116765	TV Stands and Media Consoles	116754	/116715/116754/116765	5	https://www.worldmarket.com/category/furniture/living-room/media-furniture.do	true	
116766	Cabinets and Shelving	116754	/116715/116754/116766	9	https://www.worldmarket.com/category/furniture/living-room/cabinets-shelving.do	true	
116767	Accent Furniture	116754	/116715/116754/116767	10	https://www.worldmarket.com/category/furniture/living-room/accent-furniture.do	true	
116768	Home Office Furniture	116715	/116715/116768	2	https://www.worldmarket.com/category/furniture/home-office.do	true	
116769	Office Desks	116768	/116715/116768/116769	0	https://www.worldmarket.com/category/furniture/home-office/office-desks.do	true	
116770	Office Chairs	116768	/116715/116768/116770	116770	https://www.worldmarket.com/category/furniture/home-office/office-chairs.do	true	
116771	Bookcases	116768	/116715/116768/116771	116771	https://www.worldmarket.com/category/furniture/home-office/bookcases.do	true	
116772	Shop by Room: Dining	116746	/116715/116746/116772	7	https://www.worldmarket.com/category/furniture/dining-room/shop-the-room-dining.do	true	
116773	Shop by Room: Living	116754	/116715/116754/116773	13	https://www.worldmarket.com/category/furniture/living-room/shop-the-room-living.do	true	
116774	Bedroom Furniture	116715	/116715/116774	4	https://www.worldmarket.com/category/furniture/bedroom.do	true	
116775	Bedroom Furniture Collections	116774	/116715/116774/116775	0	https://www.worldmarket.com/category/furniture/bedroom/bedroom-furniture-collections.do	false	
116777	Headboards	116774	/116715/116774/116777	3	https://www.worldmarket.com/category/furniture/bedroom/headboards.do	true	
116778	Chaise and Daybeds	116774	/116715/116774/116778	4	https://www.worldmarket.com/category/furniture/bedroom/chaise-daybeds.do	true	
116779	Bedroom Storage	116774	/116715/116774/116779	5	https://www.worldmarket.com/category/furniture/bedroom/dressers.do	true	
116780	Nightstands and Tables	116774	/116715/116774/116780	2	https://www.worldmarket.com/category/furniture/bedroom/nightstands-tables.do	true	
116782	Shop by Room: Bedroom	116774	/116715/116774/116782	7	https://www.worldmarket.com/category/furniture/bedroom/shop-the-room.do	true	
116783	Storage Carts	116768	/116715/116768/116783	116783	https://www.worldmarket.com/category/furniture/home-office/storage-carts.do	true	
116784	Custom Furniture	116715	/116715/116784	12	https://www.worldmarket.com/category/furniture/custom-furniture.do	true	
116785	Custom Headboards	116784	/116715/116784/116785	0	https://www.worldmarket.com/category/furniture/custom-furniture/bedroom-headboards.do	true	
116786	Custom Beds	116784	/116715/116784/116786	116786	https://www.worldmarket.com/category/furniture/custom-furniture/upholstered-bed-frames.do	true	
116787	Custom Seating	116784	/116715/116784/116787	116787	https://www.worldmarket.com/category/furniture/custom-furniture/seating-benches-ottomans.do	true	
116788	Custom Living Room Collections	116784	/116715/116784/116788	116788	https://www.worldmarket.com/category/furniture/custom-furniture/custom-living-room-collections.do	true	
116789	Custom Dining Room Collections	116784	/116715/116784/116789	116789	https://www.worldmarket.com/category/furniture/custom-furniture/custom-dining-room-chairs.do	true	
116790	Bathroom Furniture	116715	/116715/116790	13	https://www.worldmarket.com/category/furniture/bathroom.do	true	
116791	Entryway Furniture and Décor	116715	/116715/116791	5	https://www.worldmarket.com/category/furniture/entryway.do	true	
116792	Outdoor Furniture	116715	/116715/116792	14	https://www.worldmarket.com/category/furniture/outdoor-patio.do	true	
116793	Mid Century Furniture	116715	/116715/116793	9	https://www.worldmarket.com/category/furniture/mid-century-collection.do	true	
116794	Industrial Collection	116715	/116715/116794	10	https://www.worldmarket.com/category/furniture/industrial-collection.do	true	
116815	Shop All Outdoor	116725	/116725/116815	5	https://www.worldmarket.com/category/outdoor/all.do	true	
116816	Outdoor Furniture	116725	/116725/116816	0	https://www.worldmarket.com/category/outdoor/furniture.do	true	
116817	Outdoor Collections	116816	/116725/116816/116817	0	https://www.worldmarket.com/category/outdoor/furniture/outdoor-collections.do	true	
116818	Outdoor Dining Furniture	116816	/116725/116816/116818	2	https://www.worldmarket.com/category/outdoor/furniture/dining.do	true	
116825	Seating and Lounge Furniture	116816	/116725/116816/116825	1	https://www.worldmarket.com/category/outdoor/furniture/seating.do	true	
116826	Adirondack Chairs	116816	/116725/116816/116826	4	https://www.worldmarket.com/category/outdoor/furniture/adirondack-chairs.do	true	
116827	Outdoor Accents	116816	/116725/116816/116827	12	https://www.worldmarket.com/category/outdoor/furniture/accent.do	true	
116795	Farmhouse Collection	116715	/116715/116795	11	https://www.worldmarket.com/category/furniture/farmhouse.do	true	
116796	Small Spaces Collection	116715	/116715/116796	3	https://www.worldmarket.com/category/furniture/small-spaces.do	true	
118435	Umbrellas & Frames	116828	/116725/116816/116828/118435	0	https://www.worldmarket.com/category/outdoor/furniture/umbrellas/umbrellas-frames.do	true	
118437	Umbrella Stands	116828	/116725/116816/116828/118437	118437	https://www.worldmarket.com/category/outdoor/furniture/umbrellas/stands.do	true	
119175	Wallpaper	116728	/116728/119175	13	https://www.worldmarket.com/category/home-decor-pillows/wallpaper.do	true	
119176	Murals	119175	/116728/119175/119176	0	https://www.worldmarket.com/category/home-decor-pillows/wallpaper/murals.do	true	
119295	Wall Storage	116728	/116728/119295	8	https://www.worldmarket.com/category/home-decor-pillows/wall-storage.do	true	
119296	Wall Shelves	119295	/116728/119295/119296	0	https://www.worldmarket.com/category/home-decor-pillows/wall-storage/wall-shelves.do	true	
119297	Cubbies & Organization	119295	/116728/119295/119297	119297	https://www.worldmarket.com/category/home-decor-pillows/wall-storage/cubbies-organization.do	true	
119298	Wall Hooks	119295	/116728/119295/119298	119298	https://www.worldmarket.com/category/home-decor-pillows/wall-storage/wall-hooks.do	true	
119299	Chalkboards	119295	/116728/119295/119299	119299	https://www.worldmarket.com/category/home-decor-pillows/wall-storage/chalkboards.do	true	
119837	Furniture Best Sellers	116715	/116715/119837	6	https://www.worldmarket.com/category/furniture/best-sellers.do	true	
120425	Kitchen Best Sellers	116731	/116731/120425	3	https://www.worldmarket.com/category/kitchen/best-sellers.do	true	
120426	Dining Best Sellers	116730	/116730/120426	4	https://www.worldmarket.com/category/dining/best-sellers.do	true	
120427	Jewelry & Clothing Best Sellers	116733	/116733/120427	4	https://www.worldmarket.com/category/jewelry-clothing/best-sellers.do	true	
120595	Console Tables	116754	/116715/116754/120595	6	https://www.worldmarket.com/category/furniture/living-room/console-tables.do	true	
120596	End and Side Tables	116754	/116715/116754/120596	4	https://www.worldmarket.com/category/furniture/living-room/end-tables.do	true	
120678	Dan Houston	120676	/116728/116899/120676/120678	120678	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/featured-artists/dan-houston.do	true	
117795	Americana	116735	/116735/117795	5	https://www.worldmarket.com/category/holiday/americana.do	false	
117925	Indoor Furniture Clearance	117419	/117419/117925	16	https://www.worldmarket.com/category/sale/furniture-blowout.do	false	
118945	Nightmare Before Christmas	117375	/116735/117375/118945	10	https://www.worldmarket.com/category/holiday/halloween/nightmare-before-christmas.do	false	
120679	Nikki Chu	120676	/116728/116899/120676/120679	120679	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/featured-artists/nikki-chu.do	true	
120680	Synthia SAINT JAMES	120676	/116728/116899/120676/120680	120680	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/featured-artists/synthia-saint-james.do	true	
117238	Earrings	116733	/116733/117238	1	https://www.worldmarket.com/category/jewelry-clothing/earrings.do	true	
116920	Living Room	116919	/116728/116899/116919/116920	0	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/art-by-room/living-room.do	true	
116921	Dining Room	116919	/116728/116899/116919/116921	116921	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/art-by-room/dining-room.do	true	
116923	Home Office	116919	/116728/116899/116919/116923	116923	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/art-by-room/home-office.do	true	
116924	Bedroom	116919	/116728/116899/116919/116924	116924	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/art-by-room/bedroom.do	true	
116926	Wall Art by Material	116899	/116728/116899/116926	5	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/by-material.do	true	
116927	Canvas Print	116926	/116728/116899/116926/116927	0	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/by-material/canvas.do	true	
116928	Framed Print	116926	/116728/116899/116926/116928	116928	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/by-material/framed.do	true	
116929	Photography	116926	/116728/116899/116926/116929	116929	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/by-material/photography.do	true	
116930	Giclee	116926	/116728/116899/116926/116930	116930	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/by-material/giclee.do	true	
116931	Wall Art Under $100	116899	/116728/116899/116931	6	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/under-100.do	true	
116932	Wall Décor	116899	/116728/116899/116932	1	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-decor.do	true	
116933	Mirrors	116899	/116728/116899/116933	2	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/mirrors.do	true	
116935	Cubbies & Organization	116934	/116728/116899/116934/116935	0	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/wall-storage/cubbies-organization.do	false	
119582	Doormats	119555	/119555/119582	13	https://www.worldmarket.com/category/rugs/doormats.do	true	
119583	Wool Rugs	119555	/119555/119583	16	https://www.worldmarket.com/category/rugs/wool-rugs.do	true	
119065	Water Bottles	117033	/116730/117033/119065	119065	https://www.worldmarket.com/category/dining/drinkware/water-bottles.do	true	
119585	Natural Fiber Rugs	119555	/119555/119585	11	https://www.worldmarket.com/category/rugs/natural-fiber.do	true	
119586	Indoor/Outdoor Rugs	119555	/119555/119586	10	https://www.worldmarket.com/category/rugs/indoor-outdoor.do	true	
119587	Outdoor Rugs	119555	/119555/119587	18	https://www.worldmarket.com/category/rugs/outdoor-rugs.do	true	
119588	New Rugs	119555	/119555/119588	15	https://www.worldmarket.com/category/rugs/new.do	true	
119589	Shop All Rugs	119555	/119555/119589	1	https://www.worldmarket.com/category/rugs/all.do	true	
119595	4' x 6' Area Rugs	119555	/119555/119595	8	https://www.worldmarket.com/category/rugs/4-x-6-area-rugs.do	true	
119596	5' x 8' Area Rugs	119555	/119555/119596	3	https://www.worldmarket.com/category/rugs/5-x-8-area-rugs.do	true	
119597	6' x 9' Area Rugs	119555	/119555/119597	7	https://www.worldmarket.com/category/rugs/6-x-9-area-rugs.do	true	
119598	8' x 10' Area Rugs	119555	/119555/119598	0	https://www.worldmarket.com/category/rugs/8-x-10-area-rugs.do	true	
120345	Fresh Flowers	117396	/116735/117396/120345	1	https://www.worldmarket.com/category/holiday/mothers-day-gifts/fresh-flowers.do	false	
117755	Cool Shades	117715	/116725/116816/117715/117755	117755	https://www.worldmarket.com/category/outdoor/furniture/shop-the-room/shades.do	false	
117756	Kantha Layered	116782	/116715/116774/116782/117756	117756	https://www.worldmarket.com/category/furniture/bedroom/shop-the-room/kantha.do	false	
117757	Organic Contemporary	116772	/116715/116746/116772/117757	1	https://www.worldmarket.com/category/furniture/dining-room/shop-the-room-dining/organic.do	false	
117758	Natural Classic	116772	/116715/116746/116772/117758	0	https://www.worldmarket.com/category/furniture/dining-room/shop-the-room-dining/classic.do	false	
117759	Summer Gatherings	117715	/116725/116816/117715/117759	117759	https://www.worldmarket.com/category/outdoor/furniture/shop-the-room/summer.do	false	
119635	Rugs	117419	/117419/119635	4	https://www.worldmarket.com/category/sale/rugs.do	true	
119905	Decor Best Sellers	116728	/116728/119905	4	https://www.worldmarket.com/category/home-decor-pillows/best-sellers.do	true	
119906	Bed & Bath Best Sellers	116729	/116729/119906	6	https://www.worldmarket.com/category/bed-bath/best-sellers.do	true	
119907	Rugs Best Sellers	119555	/119555/119907	5	https://www.worldmarket.com/category/rugs/best-sellers.do	true	
120205	Food & Drink Best Sellers	116732	/116732/120205	1	https://www.worldmarket.com/category/food-and-drink/best-sellers.do	true	
120675	Gifts That Give Back	116734	/116734/120675	11	https://www.worldmarket.com/category/gifts/gifts-that-give-back.do	true	
120676	Featured Artists	116899	/116728/116899/120676	0	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/featured-artists.do	true	
120677	Omar Escalante	120676	/116728/116899/120676/120677	0	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/featured-artists/omar-escalante.do	true	
118765	Kai	118725	/116731/118725/118765	16	https://www.worldmarket.com/category/kitchen/shop-by-brand/kai.do	false	
118825	Member Deals	117419	/117419/118825	14	https://www.worldmarket.com/category/sale/member-deals.do	true	
117703	Black Friday	117330	/116735/117330/117703	11	https://www.worldmarket.com/category/holiday/christmas/black-friday.do	false	
119205	Emmett Modular	116754	/116715/116754/119205	14	https://www.worldmarket.com/category/furniture/living-room/emmett-modular.do	false	
119445	Peel & Stick Tiles	119175	/116728/119175/119445	119445	https://www.worldmarket.com/category/home-decor-pillows/wallpaper/peel-stick-tiles.do	false	
120055	Sodastream	118725	/116731/118725/120055	32	https://www.worldmarket.com/category/kitchen/shop-by-brand/sodastream.do	false	
120056	Mepal	118725	/116731/118725/120056	24	https://www.worldmarket.com/category/kitchen/shop-by-brand/mepal.do	false	
120057	Madesmart	118725	/116731/118725/120057	22	https://www.worldmarket.com/category/kitchen/shop-by-brand/madesmart.do	false	
